STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,AWND,WDF2,WESF,WESD
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-12-01,-0.37011657811480514,-0.06785013555751303,-0.07761040369446111,-3.0544732951799896,-1.78622569560486,8.109542919284813,2.3470735836429792,-0.044178849108045974,-0.03737353322235058
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-12-02,-0.37011657811480514,-0.06785013555751303,-0.07761040369446111,-2.908541703217979,-2.106229797895167,-0.40983340631379683,2.3470735836429792,-0.044178849108045974,-0.03737353322235058
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-12-03,0.6073311939619315,-0.06785013555751303,-0.07761040369446111,-0.8654994157498284,-0.34620723529847885,4.7729941736908,3.0101602733881916,-0.044178849108045974,-0.03737353322235058
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-12-04,-0.37011657811480514,-0.06785013555751303,-0.07761040369446111,-2.762610111255968,-1.3062195421693998,1.9994362834327484,3.3417036182607975,-0.044178849108045974,-0.03737353322235058
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-12-05,-0.37011657811480514,-0.06785013555751303,-0.07761040369446111,-2.6166785192939575,-1.78622569560486,-1.5192565624170171,-1.6314465548282948,-0.044178849108045974,-0.03737353322235058
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-12-06,1.4894182077872795,-0.06785013555751303,-0.07761040369446111,-0.7195678237878176,-0.9862154398790928,2.5541478614843585,-1.9629898997009008,-0.044178849108045974,-0.03737353322235058
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-12-07,0.48813024614769535,-0.06785013555751303,-0.07761040369446111,-0.8654994157498284,1.253813276153056,1.072157227585281,-1.6314465548282948,-0.044178849108045974,-0.03737353322235058
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-12-08,-0.37011657811480514,-0.06785013555751303,-0.07761040369446111,-1.3032941916358607,-0.8262133887339393,3.6635710175875804,4.667876997751222,-0.044178849108045974,-0.03737353322235058
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-12-09,-0.37011657811480514,-0.06785013555751303,-0.07761040369446111,-2.908541703217979,-1.78622569560486,3.291003539791722,4.336333652878616,-0.044178849108045974,-0.03737353322235058
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-12-10,-0.37011657811480514,-0.06785013555751303,-0.07761040369446111,-3.784131254990043,-2.5862359513306274,2.7362919617401116,-5.941510038172175,-0.044178849108045974,-0.03737353322235058
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-12-11,0.2258881609563758,0.3088721408002216,-0.07761040369446111,-3.492268071066022,-2.2662318490403206,4.590850073435047,-5.278423348426962,-0.044178849108045974,-0.03737353322235058
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-12-12,-0.37011657811480514,1.0623166935156907,-0.07761040369446111,-3.930062846952054,-2.7462380024757813,3.6635710175875804,3.673246963133404,-0.044178849108045974,-0.03737353322235058
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-12-13,-0.37011657811480514,-0.06785013555751303,-0.07761040369446111,-3.492268071066022,-3.2262441559112416,3.4814269173318273,3.0101602733881916,-0.044178849108045974,-0.03737353322235058
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-12-14,-0.37011657811480514,-0.06785013555751303,-0.07761040369446111,-3.6381996630280327,-2.426233900185474,5.145561651486657,2.678616928515585,-0.044178849108045974,-0.03737353322235058
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-12-15,1.0364546060931819,-0.06785013555751303,-0.07761040369446111,-3.0544732951799896,-2.2662318490403206,5.700273229538268,-4.946880003554356,-0.044178849108045974,-0.03737353322235058
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-12-16,0.9172536582789458,-0.06785013555751303,-0.07761040369446111,-2.6166785192939575,-1.3062195421693998,10.891380086827215,-4.946880003554356,-0.044178849108045974,-0.03737353322235058
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-12-17,-0.37011657811480514,-0.06785013555751303,-0.07761040369446111,-2.908541703217979,-1.6262236444597067,6.445408185129983,1.683986893897767,-0.044178849108045974,-0.03737353322235058
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-12-18,-0.37011657811480514,-0.06785013555751303,-0.07761040369446111,-3.6381996630280327,-2.106229797895167,5.700273229538268,1.683986893897767,-0.044178849108045974,-0.03737353322235058
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-12-19,-0.37011657811480514,-0.06785013555751303,-0.07761040369446111,-3.784131254990043,-2.426233900185474,7.3726872409774495,3.0101602733881916,-0.044178849108045974,-0.03737353322235058
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-12-20,-0.37011657811480514,-0.06785013555751303,-0.07761040369446111,-3.6381996630280327,-2.426233900185474,3.6635710175875804,3.673246963133404,-0.044178849108045974,-0.03737353322235058
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-12-21,-0.37011657811480514,-0.06785013555751303,-0.07761040369446111,-3.492268071066022,-2.9062400536209347,-2.073968140468627,-5.609966693299569,-0.044178849108045974,-0.03737353322235058
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-12-22,0.13052740270498683,-0.06785013555751303,-0.07761040369446111,-2.6166785192939575,-2.106229797895167,5.145561651486657,-5.278423348426962,-0.044178849108045974,-0.03737353322235058
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-12-23,1.8947014303556824,-0.06785013555751303,-0.07761040369446111,-0.8654994157498284,-6.106281076524004,14.219649555136877,-2.626076589446113,-0.044178849108045974,-0.03737353322235058
